type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
arm,CLICK,Leg,leg,0,22,22,6,0,1,1,1,3,3.673,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CLICK,,,0,22,22,6,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STRAY,Arm,arm,0,23,23,66,0,0,0,0,3,5.833,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STRAY,Leg,leg,0,23,23,66,0,1,1,1,5,3.091,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STRAY,,,0,23,23,66,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CATCH,Arm,arm,0,24,24,2,0,0,0,0,7,4.269,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CATCH,Leg,leg,0,24,24,2,0,1,1,1,1,3.889,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CATCH,,,0,24,24,2,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,NIP,Arm,arm,0,25,25,17,0,0,0,0,4,22.397,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,NIP,Leg,leg,0,25,25,17,0,1,1,1,1,4.856,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,NIP,,,0,25,25,17,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CUT,Arm,arm,0,26,26,7,0,0,0,0,7,8.719,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CUT,Leg,leg,0,26,26,7,0,1,1,1,3,5.641,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CUT,,,0,26,26,7,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,KNOCK,Arm,arm,0,27,27,16,0,0,0,0,7,3.7,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,KNOCK,Leg,leg,0,27,27,16,0,1,1,1,3,4.104,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,KNOCK,,,0,27,27,16,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,PINCH,Arm,arm,0,28,28,20,0,0,0,0,7,4.631,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,PINCH,Leg,leg,0,28,28,20,0,1,1,1,2,10.068,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,PINCH,,,0,28,28,20,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,JOG,Arm,arm,0,29,29,45,0,0,0,0,2,13.83,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,JOG,Leg,leg,0,29,29,45,0,1,1,1,7,2.206,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,JOG,,,0,29,29,45,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STAND,Arm,arm,0,30,30,63,0,0,0,0,1,6.882,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STAND,Leg,leg,0,30,30,63,0,1,1,1,7,3.304,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STAND,,,0,30,30,63,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRUB,Arm,arm,0,31,31,30,0,0,0,0,7,4.169,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRUB,Leg,leg,0,31,31,30,0,1,1,1,1,4.789,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRUB,,,0,31,31,30,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SIGN,Arm,arm,0,32,32,31,0,0,0,0,7,4.817,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SIGN,Leg,leg,0,32,32,31,0,1,1,1,1,4.503,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SIGN,,,0,32,32,31,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,THROW,Arm,arm,0,33,33,36,0,0,0,0,7,5.803,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,THROW,Leg,leg,0,33,33,36,0,1,1,1,1,4.04,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,THROW,,,0,33,33,36,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LEAP,Arm,arm,0,34,34,49,0,0,0,0,1,4.62,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LEAP,Leg,leg,0,34,34,49,0,1,1,1,7,2.907,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LEAP,,,0,34,34,49,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
